"","Channel A Ave. (C)","Channel B Ave. (C)"
"00:14:33","37.809","37.135"
"00:14:34","37.815","37.136"
"00:14:35","37.821","37.136"
"00:14:36","37.840","37.137"
"00:14:37","37.874","37.140"
"00:14:38","37.915","37.144"
"00:14:39","37.945","37.145"
"00:14:40","37.958","37.141"
"00:14:41","37.955","37.144"
"00:14:42","37.938","37.142"
"00:14:43","37.922","37.146"
"00:14:44","37.888","37.145"
"00:14:45","37.873","37.147"
"00:14:46","37.843","37.148"
"00:14:47","37.821","37.147"
"00:14:48","37.816","37.148"
"00:14:49","37.814","37.146"
"00:14:50","37.810","37.145"
"00:14:51","37.792","37.142"
"00:14:52","37.745","37.135"
"00:14:53","37.677","37.135"
"00:14:54","37.626","37.131"
"00:14:55","37.607","37.130"
"00:14:56","37.604","37.129"
"00:14:57","37.600","37.128"
"00:14:58","37.582","37.129"
"00:14:59","37.527","37.128"
"00:15:00","37.457","37.128"
"00:15:01","37.414","37.127"
"00:15:02","37.400","37.127"
"00:15:03","37.395","37.127"
"00:15:04","37.394","37.126"
"00:15:05","37.389","37.123"
"00:15:06","37.383","37.124"
"00:15:07","37.379","37.123"
"00:15:08","37.379","37.123"
"00:15:09","37.385","37.124"
"00:15:10","37.393","37.123"
"00:15:11","37.395","37.124"
"00:15:12","37.399","37.125"
"00:15:13","37.419","37.125"
"00:15:14","37.462","37.126"
"00:15:15","37.537","37.126"
"00:15:16","37.571","37.127"
"00:15:17","37.593","37.128"
"00:15:18","37.602","37.128"
"00:15:19","37.604","37.128"
"00:15:20","37.606","37.128"
"00:15:21","37.610","37.128"
"00:15:22","37.632","37.128"
"00:15:23","37.684","37.128"
"00:15:24","37.733","37.129"
"00:15:25","37.765","37.129"
"00:15:26","37.799","37.129"
"00:15:27","37.809","37.129"
"00:15:28","37.814","37.129"
"00:15:29","37.815","37.129"
"00:15:30","37.815","37.130"
"00:15:31","37.817","37.131"
"00:15:32","37.825","37.130"
"00:15:33","37.827","37.130"
"00:15:34","37.836","37.130"
"00:15:35","37.832","37.130"
"00:15:36","37.821","37.132"
"00:15:37","37.816","37.131"
"00:15:38","37.814","37.132"
"00:15:39","37.806","37.131"
"00:15:40","37.760","37.133"
"00:15:41","37.684","37.131"
"00:15:42","37.621","37.130"
"00:15:43","37.605","37.130"
"00:15:44","37.604","37.129"
"00:15:45","37.601","37.129"
"00:15:46","37.578","37.129"
"00:15:47","37.515","37.129"
"00:15:48","37.444","37.129"
"00:15:49","37.414","37.128"
"00:15:50","37.400","37.128"
"00:15:51","37.396","37.129"
"00:15:52","37.396","37.128"
"00:15:53","37.395","37.128"
"00:15:54","37.394","37.128"
"00:15:55","37.394","37.128"
"00:15:56","37.394","37.128"
"00:15:57","37.395","37.128"
"00:15:58","37.394","37.127"
"00:15:59","37.395","37.128"
"00:16:00","37.396","37.128"
"00:16:01","37.399","37.127"
"00:16:02","37.409","37.125"
"00:16:03","37.433","37.118"
"00:16:04","37.488","37.114"
"00:16:05","37.550","37.105"
"00:16:06","37.592","37.098"
"00:16:07","37.604","37.094"
"00:16:08","37.605","37.090"
"00:16:09","37.614","37.084"
"00:16:10","37.662","37.083"
"00:16:11","37.728","37.082"
"00:16:12","37.787","37.087"
"00:16:13","37.810","37.087"
"00:16:14","37.814","37.090"
"00:16:15","37.817","37.094"
"00:16:16","37.831","37.092"
"00:16:17","37.857","37.094"
"00:16:18","37.881","37.094"
"00:16:19","37.908","37.098"
"00:16:20","37.918","37.100"
"00:16:21","37.942","37.104"
"00:16:22","37.939","37.105"
"00:16:23","37.930","37.108"
"00:16:24","37.874","37.116"
"00:16:25","37.845","37.120"
"00:16:26","37.824","37.125"
"00:16:27","37.815","37.126"
"00:16:28","37.811","37.128"
"00:16:29","37.788","37.128"
"00:16:30","37.700","37.128"
"00:16:31","37.625","37.129"
"00:16:32","37.606","37.130"
"00:16:33","37.603","37.132"
"00:16:34","37.588","37.139"
"00:16:35","37.524","37.145"
"00:16:36","37.439","37.152"
"00:16:37","37.403","37.163"
"00:16:38","37.396","37.174"
"00:16:39","37.393","37.186"
"00:16:40","37.376","37.191"
"00:16:41","37.325","37.204"
"00:16:42","37.257","37.208"
"00:16:43","37.216","37.215"
"00:16:44","37.199","37.217"
"00:16:45","37.190","37.215"
"00:16:46","37.189","37.214"
"00:16:47","37.191","37.209"
"00:16:48","37.211","37.200"
"00:16:49","37.262","37.190"
"00:16:50","37.347","37.179"
"00:16:51","37.382","37.166"
"00:16:52","37.394","37.159"
"00:16:53","37.398","37.147"
"00:16:54","37.430","37.139"
"00:16:55","37.514","37.134"
"00:16:56","37.589","37.130"
"00:16:57","37.604","37.129"
"00:16:58","37.614","37.129"
"00:16:59","37.676","37.129"
"00:17:00","37.770","37.128"
"00:17:01","37.808","37.127"
"00:17:02","37.815","37.125"
"00:17:03","37.818","37.123"
"00:17:04","37.846","37.122"
"00:17:05","37.902","37.118"
"00:17:06","37.961","37.116"
"00:17:07","38.004","37.112"
"00:17:08","38.013","37.106"
"00:17:09","38.018","37.109"
"00:17:10","38.018","37.105"
"00:17:11","38.012","37.105"
"00:17:12","38.001","37.104"
"00:17:13","37.972","37.106"
"00:17:14","37.923","37.109"
"00:17:15","37.867","37.112"
"00:17:16","37.833","37.113"
"00:17:17","37.817","37.112"
"00:17:18","37.814","37.116"
"00:17:19","37.810","37.114"
"00:17:20","37.763","37.116"
"00:17:21","37.666","37.117"
"00:17:22","37.613","37.119"
"00:17:23","37.604","37.120"
"00:17:24","37.588","37.119"
"00:17:25","37.503","37.122"
"00:17:26","37.411","37.123"
"00:17:27","37.395","37.125"
"00:17:28","37.389","37.124"
"00:17:29","37.346","37.125"
"00:17:30","37.256","37.127"
"00:17:31","37.203","37.127"
"00:17:32","37.188","37.128"
"00:17:33","37.186","37.128"
"00:17:34","37.185","37.128"
"00:17:35","37.185","37.128"
"00:17:36","37.185","37.128"
"00:17:37","37.186","37.129"
"00:17:38","37.194","37.129"
"00:17:39","37.242","37.128"
"00:17:40","37.340","37.129"
"00:17:41","37.391","37.129"
"00:17:42","37.396","37.128"
"00:17:43","37.442","37.128"
"00:17:44","37.552","37.129"
"00:17:45","37.602","37.128"
"00:17:46","37.608","37.128"
"00:17:47","37.643","37.127"
"00:17:48","37.736","37.128"
"00:17:49","37.791","37.127"
"00:17:50","37.810","37.126"
"00:17:51","37.814","37.125"
"00:17:52","37.814","37.123"
"00:17:53","37.818","37.119"
"00:17:54","37.984","37.113"
"00:17:55","38.010","37.105"
"00:17:56","37.683","37.089"
"00:17:57","37.273","37.077"
"00:17:58","37.010","37.067"
"00:17:59","36.841","37.063"
"00:18:00","36.758","37.064"
"00:18:01","36.665","37.067"
"00:18:02","36.576","37.066"
"00:18:03","36.558","37.069"
"00:18:04","36.557","37.089"
"00:18:05","36.556","37.097"
"00:18:06","36.557","37.106"
"00:18:07","36.559","37.111"
"00:18:08","36.563","37.118"
"00:18:09","36.577","37.122"
"00:18:10","36.599","37.126"
"00:18:11","36.636","37.128"
"00:18:12","36.688","37.128"
"00:18:13","36.745","37.128"
"00:18:14","36.764","37.128"
"00:18:15","36.768","37.128"
"00:18:16","36.807","37.128"
"00:18:17","36.913","37.128"
"00:18:18","36.971","37.128"
"00:18:19","36.978","37.128"
"00:18:20","37.011","37.128"
"00:18:21","37.120","37.127"
"00:18:22","37.181","37.127"
"00:18:23","37.191","37.127"
"00:18:24","37.237","37.126"
"00:18:25","37.359","37.126"
"00:18:26","37.394","37.124"
"00:18:27","37.398","37.122"
"00:18:28","37.434","37.122"
"00:18:29","37.520","37.122"
"00:18:30","37.592","37.123"
"00:18:31","37.605","37.125"
"00:18:32","37.612","37.125"
"00:18:33","37.684","37.125"
"00:18:34","37.786","37.125"
"00:18:35","37.813","37.126"
"00:18:36","37.823","37.126"
"00:18:37","37.885","37.127"
"00:18:38","37.976","37.128"
"00:18:39","38.021","37.128"
"00:18:40","38.025","37.128"
"00:18:41","38.039","37.128"
"00:18:42","38.082","37.129"
"00:18:43","38.124","37.130"
"00:18:44","38.163","37.130"
"00:18:45","38.196","37.130"
"00:18:46","38.211","37.131"
"00:18:47","38.222","37.134"
"00:18:48","38.229","37.137"
"00:18:49","38.231","37.136"
"00:18:50","38.230","37.136"
"00:18:51","38.224","37.138"
"00:18:52","38.212","37.140"
"00:18:53","38.184","37.142"
"00:18:54","38.150","37.142"
"00:18:55","38.105","37.143"
"00:18:56","38.070","37.140"
"00:18:57","38.033","37.139"
"00:18:58","38.025","37.138"
"00:18:59","38.023","37.135"
"00:19:00","38.003","37.132"
"00:19:01","37.925","37.130"
"00:19:02","37.831","37.130"
"00:19:03","37.815","37.130"
"00:19:04","37.801","37.129"
"00:19:05","37.706","37.129"
"00:19:06","37.613","37.128"
"00:19:07","37.602","37.128"
"00:19:08","37.525","37.128"
"00:19:09","37.407","37.128"
"00:19:10","37.390","37.128"
"00:19:11","37.306","37.127"
"00:19:12","37.197","37.126"
"00:19:13","37.185","37.125"
"00:19:14","37.170","37.124"
"00:19:15","37.096","37.123"
"00:19:16","37.020","37.120"
"00:19:17","36.985","37.120"
"00:19:18","36.978","37.113"
"00:19:19","36.976","37.101"
"00:19:20","36.975","37.100"
"00:19:21","36.973","37.097"
"00:19:22","36.973","37.090"
"00:19:23","36.974","37.078"
"00:19:24","36.975","37.076"
"00:19:25","36.975","37.074"
"00:19:26","36.975","37.070"
"00:19:27","36.976","37.065"
"00:19:28","36.977","37.069"
"00:19:29","36.979","37.064"
"00:19:30","36.993","37.068"
"00:19:31","37.040","37.074"
"00:19:32","37.122","37.076"
"00:19:33","37.173","37.081"
"00:19:34","37.184","37.089"
"00:19:35","37.188","37.091"
"00:19:36","37.206","37.099"
"00:19:37","37.281","37.108"
"00:19:38","37.365","37.107"
"00:19:39","37.394","37.114"
"00:19:40","37.403","37.116"
"00:19:41","37.478","37.117"
"00:19:42","37.581","37.116"
"00:19:43","37.604","37.120"
"00:19:44","37.629","37.118"
"00:19:45","37.743","37.120"
"00:19:46","37.807","37.121"
"00:19:47","37.815","37.123"
"00:19:48","37.830","37.122"
"00:19:49","37.910","37.124"
"00:19:50","37.997","37.128"
"00:19:51","38.022","37.127"
"00:19:52","38.025","37.128"
"00:19:53","38.040","37.129"
"00:19:54","38.081","37.129"
"00:19:55","38.148","37.128"
"00:19:56","38.195","37.130"
"00:19:57","38.218","37.129"
"00:19:58","38.228","37.131"
"00:19:59","38.231","37.133"
"00:20:00","38.231","37.133"
"00:20:01","38.231","37.135"
"00:20:02","38.222","37.135"
"00:20:03","38.198","37.135"
"00:20:04","38.151","37.133"
"00:20:05","38.065","37.134"
"00:20:06","38.028","37.132"
"00:20:07","38.023","37.132"
"00:20:08","38.016","37.134"
"00:20:09","37.974","37.131"
"00:20:10","37.887","37.130"
"00:20:11","37.827","37.130"
"00:20:12","37.815","37.130"
"00:20:13","37.799","37.129"
"00:20:14","37.717","37.129"
"00:20:15","37.620","37.129"
"00:20:16","37.604","37.129"
"00:20:17","37.560","37.129"
"00:20:18","37.419","37.129"
"00:20:19","37.391","37.129"
"00:20:20","37.290","37.128"
"00:20:21","37.191","37.128"
"00:20:22","37.180","37.128"
"00:20:23","37.131","37.126"
"00:20:24","37.025","37.121"
"00:20:25","36.982","37.115"
"00:20:26","36.976","37.101"
"00:20:27","36.972","37.089"
"00:20:28","36.968","37.079"
"00:20:29","36.963","37.069"
"00:20:30","36.961","37.069"
"00:20:31","36.958","37.060"
"00:20:32","36.954","37.057"
"00:20:33","36.956","37.064"
"00:20:34","36.961","37.064"
"00:20:35","36.967","37.071"
"00:20:36","36.974","37.073"
"00:20:37","36.976","37.080"
"00:20:38","36.977","37.085"
"00:20:39","36.979","37.095"
"00:20:40","36.991","37.103"
"00:20:41","37.019","37.115"
"00:20:42","37.074","37.121"
"00:20:43","37.147","37.123"
"00:20:44","37.181","37.127"
"00:20:45","37.189","37.127"
"00:20:46","37.250","37.128"
"00:20:47","37.374","37.128"
"00:20:48","37.396","37.129"
"00:20:49","37.457","37.129"
"00:20:50","37.569","37.129"
"00:20:51","37.605","37.130"
"00:20:52","37.617","37.132"
"00:20:53","37.686","37.132"
"00:20:54","37.770","37.132"
"00:20:55","37.808","37.130"
"00:20:56","37.814","37.130"
"00:20:57","37.821","37.129"
"00:20:58","37.847","37.129"
"00:20:59","37.894","37.129"
"00:21:00","37.930","37.129"
"00:21:01","37.965","37.128"
"00:21:02","37.968","37.128"
"00:21:03","37.987","37.128"
"00:21:04","37.993","37.127"
"00:21:05","37.990","37.124"
"00:21:06","37.993","37.118"
"00:21:07","37.983","37.111"
"00:21:08","37.945","37.100"
"00:21:09","37.881","37.089"
"00:21:10","37.832","37.085"
"00:21:11","37.815","37.077"
"00:21:12","37.810","37.067"
"00:21:13","37.791","37.064"
"00:21:14","37.715","37.058"
"00:21:15","37.657","37.056"
"00:21:16","37.618","37.057"
"00:21:17","37.605","37.061"
"00:21:18","37.604","37.067"
"00:21:19","37.587","37.076"
"00:21:20","37.538","37.087"
"00:21:21","37.453","37.098"
"00:21:22","37.406","37.107"
"00:21:23","37.396","37.115"
"00:21:24","37.394","37.123"
"00:21:25","37.382","37.125"
"00:21:26","37.347","37.127"
"00:21:27","37.295","37.128"
"00:21:28","37.254","37.128"
"00:21:29","37.220","37.129"
"00:21:30","37.207","37.129"
"00:21:31","36.843","37.129"
"00:21:32","35.936","37.130"
"00:21:33","35.268","37.132"
"00:21:34","34.667","37.134"
"00:21:35","33.683","37.136"
"00:21:36","29.016","37.136"
"00:21:37","24.644","37.138"
"00:21:38","22.049","37.139"
"00:21:39","20.262","37.138"
"00:21:40","19.426","37.139"
"00:21:41","19.398","37.139"
"00:21:42","19.397","37.136"
"00:21:43","19.398","37.135"
"00:21:44","19.391","37.133"
"00:21:45","19.397","37.134"
"00:21:46","19.390","37.131"
"00:21:47","19.398","37.130"
"00:21:48","19.394","37.130"
"00:21:49","19.389","37.129"
"00:21:50","19.395","37.129"
"00:21:51","19.396","37.129"
"00:21:52","19.393","37.129"
"00:21:53","19.394","37.129"
"00:21:54","19.393","37.128"
"00:21:55","19.399","37.128"
"00:21:56","19.396","37.128"
"00:21:57","19.394","37.127"
"00:21:58","20.820","37.126"
"00:21:59","26.482","37.126"
"00:22:00","30.299","37.125"
"00:22:01","32.522","37.125"
"00:22:02","33.513","37.123"
"00:22:03","33.977","37.120"
"00:22:04","34.350","37.117"
"00:22:05","34.641","37.115"
"00:22:06","34.872","37.112"
"00:22:07","35.056","37.112"
"00:22:08","35.208","37.109"
"00:22:09","35.326","37.110"
"00:22:10","35.378","37.104"
"00:22:11","35.473","37.105"
"00:22:12","35.488","37.101"
"00:22:13","35.521","37.092"
"00:22:14","35.586","37.093"
"00:22:15","35.619","37.086"
"00:22:16","35.622","37.086"
"00:22:17","35.629","37.080"
"00:22:18","35.649","37.078"
"00:22:19","35.661","37.078"
"00:22:20","35.667","37.076"
"00:22:21","35.675","37.079"
"00:22:22","35.684","37.080"
"00:22:23","35.696","37.081"
"00:22:24","35.704","37.075"
"00:22:25","35.717","37.077"
"00:22:26","35.731","37.078"
"00:22:27","35.743","37.084"
"00:22:28","35.746","37.092"
"00:22:29","35.751","37.095"
"00:22:30","35.754","37.102"
"00:22:31","35.754","37.108"
"00:22:32","35.755","37.117"
"00:22:33","35.755","37.116"
"00:22:34","35.755","37.120"
"00:22:35","35.756","37.120"
"00:22:36","35.757","37.119"
"00:22:37","35.758","37.114"
"00:22:38","35.759","37.101"
"00:22:39","35.761","37.086"
"00:22:40","35.762","37.079"
"00:22:41","35.762","37.063"
"00:22:42","35.760","37.054"
"00:22:43","35.761","37.047"
"00:22:44","35.761","37.044"
"00:22:45","35.764","37.046"
"00:22:46","35.765","37.044"
"00:22:47","35.768","37.050"
"00:22:48","35.767","37.055"
"00:22:49","35.769","37.068"
"00:22:50","35.769","37.074"
"00:22:51","35.775","37.084"
"00:22:52","35.777","37.094"
"00:22:53","35.779","37.104"
"00:22:54","35.785","37.110"
"00:22:55","35.797","37.115"
"00:22:56","35.856","37.116"
"00:22:57","35.881","37.118"
"00:22:58","35.879","37.120"
"00:22:59","35.856","37.122"
"00:23:00","35.821","37.125"
"00:23:01","35.812","37.125"
"00:23:02","35.805","37.126"
"00:23:03","35.801","37.127"
"00:23:04","35.800","37.128"
"00:23:05","35.795","37.128"
"00:23:06","35.791","37.127"
"00:23:07","35.787","37.128"
"00:23:08","35.783","37.128"
"00:23:09","35.778","37.128"
"00:23:10","35.769","37.128"
"00:23:11","35.774","37.128"
"00:23:12","35.764","37.129"
"00:23:13","35.763","37.129"
"00:23:14","35.762","37.129"
"00:23:15","35.761","37.129"
"00:23:16","35.759","37.129"
"00:23:17","35.758","37.129"
"00:23:18","35.758","37.128"
"00:23:19","35.757","37.129"
"00:23:20","35.757","37.128"
"00:23:21","35.756","37.128"
"00:23:22","35.756","37.128"
"00:23:23","35.756","37.128"
"00:23:24","35.756","37.127"
"00:23:25","35.756","37.126"
"00:23:26","35.756","37.125"
"00:23:27","35.757","37.123"
"00:23:28","35.757","37.120"
"00:23:29","35.756","37.118"
"00:23:30","35.756","37.115"
"00:23:31","35.756","37.110"
"00:23:32","35.756","37.102"
"00:23:33","35.756","37.095"
"00:23:34","35.755","37.089"
"00:23:35","35.755","37.088"
"00:23:36","35.755","37.078"
"00:23:37","35.755","37.075"
"00:23:38","35.756","37.064"
"00:23:39","35.754","37.065"
"00:23:40","35.755","37.064"
"00:23:41","35.754","37.058"
"00:23:42","35.755","37.059"
"00:23:43","35.755","37.068"
"00:23:44","35.754","37.073"
"00:23:45","35.755","37.077"
"00:23:46","35.754","37.085"
"00:23:47","35.755","37.096"
"00:23:48","35.755","37.101"
"00:23:49","35.754","37.105"
"00:23:50","35.754","37.112"
"00:23:51","35.755","37.118"
"00:23:52","35.753","37.117"
"00:23:53","35.754","37.121"
"00:23:54","35.754","37.120"
"00:23:55","35.754","37.123"
"00:23:56","35.753","37.122"
"00:23:57","35.754","37.123"
"00:23:58","35.754","37.123"
"00:23:59","35.754","37.121"
"00:24:00","35.753","37.122"
"00:24:01","35.753","37.124"
"00:24:02","35.754","37.124"
"00:24:03","35.753","37.125"
"00:24:04","35.755","37.124"
"00:24:05","35.754","37.126"
"00:24:06","35.755","37.127"
"00:24:07","35.755","37.126"
"00:24:08","35.756","37.126"
"00:24:09","35.755","37.124"
"00:24:10","35.756","37.124"
"00:24:11","35.755","37.124"
"00:24:12","35.755","37.122"
"00:24:13","35.755","37.123"
"00:24:14","35.756","37.121"
"00:24:15","35.756","37.119"
"00:24:16","35.756","37.118"
"00:24:17","35.756","37.118"
"00:24:18","35.756","37.118"
"00:24:19","35.756","37.118"
"00:24:20","35.756","37.119"
"00:24:21","35.756","37.120"
"00:24:22","35.755","37.120"
"00:24:23","35.756","37.121"
"00:24:24","35.756","37.121"
"00:24:25","35.756","37.120"
"00:24:26","35.755","37.118"
"00:24:27","35.755","37.115"
"00:24:28","35.756","37.116"
"00:24:29","35.756","37.115"
"00:24:30","35.756","37.109"
"00:24:31","35.756","37.104"
"00:24:32","35.756","37.100"
"00:24:33","35.756","37.095"
"00:24:34","35.756","37.086"
"00:24:35","35.756","37.079"
"00:24:36","35.756","37.072"
"00:24:37","35.756","37.077"
"00:24:38","35.756","37.075"
"00:24:39","35.756","37.074"
"00:24:40","35.756","37.074"
"00:24:41","35.756","37.076"
"00:24:42","35.756","37.082"
"00:24:43","35.757","37.087"
"00:24:44","35.756","37.088"
"00:24:45","35.756","37.090"
"00:24:46","35.756","37.092"
"00:24:47","35.756","37.086"
"00:24:48","35.756","37.086"
"00:24:49","35.757","37.084"
"00:24:50","35.756","37.084"
"00:24:51","35.757","37.087"
"00:24:52","35.757","37.090"
"00:24:53","35.758","37.097"
"00:24:54","35.758","37.101"
"00:24:55","35.759","37.106"
"00:24:56","35.759","37.109"
"00:24:57","35.759","37.116"
"00:24:58","35.761","37.118"
